Police;Montant
1000210666;115902
1000210667;807
1000210668;8500
1000210669;74
1000210670;15358
1000210671;17185
1000210672;13505
1000210673;4338
1000210674;5836
1000210677;2264
1000210678;27199
1000210679;3921
1000210680;11758
1000210681;7726
1000210682;12729
1000210683;421
1000210684;1719
1000210685;256
1000210686;2541
1000210687;6706
1000210688;63070
1000210689;2431
1000210690;4205
1000210691;7713
1000210692;1558
1000210693;41
1000210694;3027
1000210697;12839
1000210699;4486
1000210700;16062
1000210701;3606
1000210703;3490
1000210704;1988
1000210705;2099
1000210707;223
1000210708;8000
1000210709;1280
1000210711;1332
1000210712;7548
1000210714;23
1000210715;8242
1000210716;273540
1000210717;2619
1000210718;4472
1000210719;10423
1000210720;4028
1000210722;603
1000210724;6854
1000210725;27626
1000210726;3136
1000210727;2953
1000210728;6697
1000210729;4164
1000210730;7431
1000210731;17611
1000210732;5407
1000210733;14395
1000210734;6466
1000210735;2095
1000210736;23441
1000210737;9722
1000210738;5494
1000210739;14617
1000210740;2396
1000210741;16705
1000210742;4028
1000210744;2716
1000210745;6203
1000210746;7163
1000210747;107
1000210748;777
1000210750;19060
1000210751;51587
1000210752;5902
1000210753;5902
1000210754;7806
1000210755;9789
1000210756;5015
1000210757;2260
1000210758;3756
1000210759;2708
1000210760;18162
1000210761;10384
1000210762;9771
1000210763;7413
1000210764;2708
1000210765;9422
1000210766;6258
1000210767;4571
1000210768;18
1000210769;15555
1000210770;14518
1000210771;4727
1000210772;11562
1000210773;6116
1000210774;3022
1000210776;1283
1000210777;29936
1000210778;1280
1000210779;1823
1000210782;8932
1000210783;43
1000210784;3085
1000210787;62
1000210788;30949
1000210789;2260
1000210790;3863
1000210791;58438
1000210792;11913
1000210793;5207
1000210795;18664
1000210796;41
1000210797;4878
1000210798;17
1000210799;3731
1000210800;6404
1000210801;17412
1000210802;5
1000210803;5260
1000210804;426
1000210805;40
1000210806;3151
1000210807;5138
1000210808;5266
1000210811;12049
1000210812;71019
1000210813;2940
1000210814;7126
1000210815;771
1000210817;104
1000210818;1395
1000210819;4967
1000210821;24854
1000210822;4351
1000210823;6157
1000210824;18
1000210826;5
1000210827;18
1000210828;12603
1000210829;89
1000210830;193
1000210831;10174
1000210832;3319
1000210833;14954
1000210834;780
1000210835;7826
1000210836;7230
1000210837;1415
1000210838;998
1000210839;6812
1000210840;107
1000210841;1
1000210843;6936
1000210844;12564
1000210845;9592
1000210846;5667
1000210847;14834
1000210848;18
1000210849;6389
1000210851;3374
1000210852;6310
1000210853;4979
1000210854;35594
1000210855;19
1000210857;2757
1000210858;52078
1000210859;13711
1000210860;11041
1000210861;30641
1000210863;9709
1000210864;3860
1000210865;4028
1000210867;6038
1000210868;12002
1000210869;5262
1000210870;27275
1000210871;4271
1000210872;10411
1000210873;309
1000210874;4684
1000210875;11505
1000210876;5387
1000210878;13398
1000210880;2804
1000210881;18
1000210882;60
1000210883;10857
1000210884;10871
1000210885;1716
1000210887;29
1000210888;14413
1000210890;3348
1000210891;9960
1000210892;97
1000210893;2297
1000210894;3000
1000210895;3348
1000210896;4278
1000210897;2470
1000210898;7273
1000210899;2345
1000210900;7276
1000210901;10471
1000210902;5770
1000210903;3059
1000210904;5554
1000210906;1351
1000210907;9062
1000210908;6343
1000210909;1787
1000210910;1318
1000210911;1138
1000210912;11710
1000210913;804
1000210914;2795
1000210915;6
1000210916;3216
1000210917;811
1000210918;5281
1000210919;9748
1000210920;6177
1000210921;3727
1000210922;3495
1000210923;10930
1000210924;789
1000210925;765
1000210926;109
1000210927;324
1000210928;3892
1000210929;6504
1000210930;3783
1000210931;4332
1000210932;12981
1000210933;3426
1000210934;9713
1000210935;5218
1000210936;2389
1000210937;11185
1000210938;2124
1000210939;5115
1000210940;10494
1000210941;4475
1000210942;2031
1000210943;8204
1000210944;799
1000210945;2
1000210946;15963
1000210947;5762
1000210948;1172
1000210949;9484
1000210950;3561
1000210951;4732
1000210952;49
1000210953;15085
1000210954;1738
1000210955;7303
1000210956;15003
1000210957;7727
1000210958;765
1000210959;5506
1000210961;3620
1000210962;5668
1000210963;6
1000210964;3764
1000210965;4851
1000210966;11884
1000210967;4740
1000210968;8628
1000210969;13
1000210970;3620
1000210971;3591
1000210972;34658
1000210973;11034
1000210974;5463
1000210975;10142
1000210976;5
1000210977;4007
1000210978;1
1000210979;27
1000210980;2887
1000210981;4028
1000210982;9745
1000210983;6067
1000210984;6728
1000210985;3412
1000210986;6339
1000210987;7830
1000210988;6038
1000210989;13438
1000210990;9947
1000210991;26
1000210993;3846
1000210994;250
1000210996;27588
1000210998;4482
1000211103;17686
1000211104;9131
1000211106;8766
1000211107;2804
1000211109;7119
1000211111;4984
1000211113;4164
1000211114;50505
1000211115;192
1000211116;444
1000211123;7572
1000211124;1230
1000211125;3913
1000211126;2751
1000211127;24466
1000211128;393
1000211129;20593
1000211130;7026
1000211132;7000
1000211133;3484
1000211134;8969
1000211135;11600
1000211138;1035097
1000211139;2167
1000211140;211
1000211141;908
1000211144;93804
1000211145;10962
1000211146;4361
1000211147;2529
1000211148;4492
1000211149;5788
1000211150;3076
1000211151;7000
1000211152;2279
1000211153;19461
1000211155;1504
1000211156;7000
1000211157;3407
1000211158;7563
1000211159;8106
1000211160;4575
1000211161;161
1000211163;4338
1000211165;16009
1000211166;4129
1000211167;6758
1000211168;4220
1000211169;5318
1000211170;7000
1000211171;13829
1000211172;63743
1000211173;6434
1000211174;22067
1000211175;12684
1000211176;507502
1000211177;800
1000211178;14633
1000211179;4
1000211180;141104
1000211181;43892
1000211182;4
1000211183;6009
1000211184;18092
1000211186;2758
1000211187;5780
1000211188;7678
1000211189;2401
1000211190;2013
1000211191;2120
1000211194;27562
1000211195;3826
1000211196;4217
1000211197;2697
1000211198;950
1000211199;1172
1000211200;4164
1000211201;91
1000211202;2807
1000211203;376074
1000211204;153
1000211206;8103
1000211207;5931
1000211208;4435
1000211209;5562
1000211210;765
1000211211;7085
1000211212;20653
1000211213;32404
1000211214;7971
1000211215;1580
1000211216;765
1000211217;4949
1000211219;3825
1000211221;4541
1000211222;34301
1000211223;11147
1000211224;2147
1000211225;765
1000211226;19265
1000211229;2957
1000211230;76
1000211232;765
1000211234;106545
1000211235;4784
1000211236;4435
1000211239;3348
1000211247;245
1000211259;6878
1000211260;4823
1000211261;3498
1000211262;7595
1000211263;20221
1000211266;236044
1000211269;2124
1000211270;10146
1000211273;197214
1000211274;98
1000211275;2991
1000211276;32926
1000211277;3731
1000211278;7256
1000211280;170900
1000211281;7082
1000211282;5387
1000211283;2279
1000211284;5086
1000211285;2385
1000211286;9308
1000211287;1136
1000211288;9233
1000211289;2633
1000211290;5651
1000211292;765
1000211293;8286
1000211294;4176
1000211295;8106
1000211296;2959
1000211297;5314
1000211301;1702259
1000211302;2229424
1000211307;5578
1000211308;4571
1000211309;3578
1000211311;1832
1000211313;9843
1000211320;16658
1000211322;4571
1000211323;2124
1000211324;8005
1000211325;6842
1000211326;3756
1000211327;1988
1000211328;60545
1000211329;62660
1000211331;10109
1000211342;131
1000211343;1266
1000211344;64928
1000211345;2955
1000211346;1869
1000211347;1528
1000211348;1172
1000211349;18934
1000211350;12520
1000211353;74272
1000211354;2389
1000211355;67304
1000211359;6423
1000211360;13788
1000211363;2550
1000211366;112809
1000211370;13795
1000211466;167500
1000211478;4840
1000211600;6802
1000211663;5435
1000212162;5782
1000212164;14496
1000212165;7911
1000212166;9427
1000212167;13
1000212168;1860
1000212169;33884
1000212170;1
1000212171;3501
1000212172;18480
1000212173;2260
1000212174;2532
1000212175;4950
1000212176;2098
1000212177;4149
1000212179;152500
1000212180;2380
1000212181;51
1000212182;20376
1000212183;19034
1000212185;6060
1000212186;927
1000212187;14873
1000212188;2159
1000212189;244251
1000212190;11371
1000212191;16621
1000212193;7258
1000212194;15845
1000212196;91500
1000212197;4814
1000212198;857
1000212199;1580
1000212201;158
1000212202;542
1000212203;1486
1000212204;3212
1000212207;93500
1000212208;44
1000212209;93500
1000212763;1765
1000212831;1839
1000212833;3484
1000212834;4468
1000212835;10317
1000212921;765
1000212922;49758
1000212924;5996
1000213193;5762
1000213194;14192
1000213195;190879
1000213196;3756
1000213197;12075
1000213198;6106
1000213200;43239
1000213201;2532
1000213202;6378
1000213203;6063
1000213204;4131
1000213205;1515
1000213206;4631
1000213207;29331
1000213208;3351
1000213209;4980
1000213210;29189
1000213211;4056
1000213212;785
1000213213;4494
1000213216;7576
1000213217;805
1000213218;13557
1000213219;5810
1000213220;103475
1000213221;88471
1000213222;9738
1000213223;5340
1000213224;2701
1000213225;8277
1000213226;63418
1000213227;2414
1000213229;13972
1000213230;1016215
1000213232;5953
1000213233;3124
1000213236;284832
1000213237;75678
1000213238;39301
1000213239;4029
1000213240;48566
1000213241;50267
1000213242;4808
1000213243;8566
1000213244;15
1000213245;7518
1000213247;6011
1000213248;1919
1000213249;12923
1000213251;1586
1000213252;2577
1000213253;21838
1000213254;10687
1000213256;2911
1000213257;1444
1000213258;806
1000213259;12
1000213261;34702
1000213262;97812
1000213264;16395
1000213265;9795
1000213266;86720
1000213267;3879
1000213268;2206
1000213269;8885
1000213865;5700
1000214155;5305
1000214156;765
1000214157;2917
1000214159;9244
1000214161;3620
1000214162;8043
1000214163;2112
1000214164;29514
1000214165;7291
1000214166;157
1000214167;6735
1000214168;4341
1000214169;1172
1000214172;1988
1000214173;2124
1000214174;6493
1000214175;93500
1000214176;96500
1000214177;3082
1000214178;2186
1000214180;2532
1000214181;89500
1000214182;93500
1000214183;4028
1000214187;37827
1000215143;3620
1000215144;263
1000215145;847
1000215146;13355
1000215148;73
1000215150;5955
1000215153;104500
1000215155;5477
1000215156;9352
1000215157;8399
1000215158;2396
1000215159;24734
1000215160;51
1000215162;355
1000215163;36091
1000215164;9814
1000215165;2000
1000215166;2000
1000215167;11500
1000215168;29960
1000215169;4034
1000215170;2275
1000215171;14
1000215172;33667
1000310001;1321
1000310002;4384
1000310004;11716
1000310005;65907
1000310007;8983
1000310008;6475
1000310009;47772
1000310010;21204
1000310011;4317
1000310012;146479
1000310013;18
1000310014;6917
1000310015;15937
1000310016;9838
1000310017;7801
1000310018;26102
1000310019;154
1000310021;20751
1000310022;12943
1000310023;4241
1000310025;75496
1000310026;6628
1000310027;206583
1000310028;2603
1000310029;5
1000310030;19166
1000310031;20446
1000310032;14468
1000310034;1280
1000310035;31223
1000310036;13234
1000310037;16672
1000310038;19679
1000310039;9874
1000310040;21
1000310041;44272
1000310043;15819
1000310044;97
1000310045;13406
1000310046;2
1000310048;8786
1000310049;6785
1000310050;11847
1000310051;14256
1000310052;24059
1000310053;4028
1000310055;9335
1000310056;36386
1000310057;515
1000310058;13103
1000310059;18334
1000310060;10282
1000310061;26323
1000310062;5519
1000310063;10818
1000310064;141454
1000310065;16837
1000310066;24566
1000310067;6919
1000310068;4986
1000310069;38308
1000310070;34913
1000310071;1991
1000310072;15202
1000310073;3472
1000310075;2
1000310076;5940
1000310077;1966
1000310078;21538
1000310079;12185
1000310080;33667
1000310081;1280
1000310082;19779
1000310083;8263
1000310084;2655
1000310085;59411
1000310087;14
1000310088;2286
1000310090;18183
1000310091;3638
1000310092;8367
1000310093;2351
1000310094;5647
1000310095;4298
1000310096;4424
1000310098;17984
1000310099;2909
1000310101;16623
1000310102;3198
1000310103;4979
1000310104;259255
1000310105;3076
1000310106;2963
1000310108;2911
1000310109;2315
1000310110;5471
1000310111;8922
1000310113;4607
1000310114;75717
1000310115;48
1000310116;28316
1000310117;8264
1000310118;85057
1000310119;7427
1000310120;11097
1000310121;5
1000310122;11285
1000310123;1315
1000310124;22100
1000310125;5046
1000310127;46917
1000310128;5387
1000310129;82667
1000310130;29743
1000310131;2137
1000310132;3556
1000310133;355
1000310134;7398
1000310135;9760
1000310136;10418
1000310137;12156
1000310139;7500
1000310140;18129
1000310141;138701
1000310142;16658
1000310143;151558
1000310145;9496
1000310146;7352
1000310147;19740
1000310148;2928
1000310149;470
1000310150;3416
1000310151;67600
1000310152;17283
1000310154;87533
1000310155;19
1000310156;8922
1000310157;123642
1000310158;13073
1000310159;11710
1000310160;17182
1000310161;54242
1000310162;6816
1000310163;7
1000310165;63
1000310166;9867
1000310167;13258
1000310168;28929
1000310169;814
1000310170;1500
1000310171;3590
1000310173;8698
1000310174;10
1000310175;14
1000310177;53524
1000310178;24687
1000310179;1956
1000310180;2639
1000310183;4746
1000310184;10223
1000310185;4843
1000310186;83773
1000310187;16467
1000310188;315977
1000310189;2543
1000310190;2668
1000310191;12881
1000310192;50708
1000310193;4645
1000310194;4812
1000310195;10745
1000310196;13209
1000310197;7291
1000310198;3830
1000310199;12607
1000310200;6795
1000310202;15444
1000310203;690
1000310204;16193
1000310205;64353
1000310206;10837
1000310207;14002
1000310208;21266
1000310209;248190
1000310210;2668
1000310211;62516
1000310212;9531
1000310213;2149
1000310214;6683
1000310215;20182
1000310216;10406
1000310217;4339
1000310218;3916
1000310219;91
1000310220;15736
1000310221;43613
1000310222;13556
1000310223;12185
1000310224;275
1000310225;55305
1000310227;3892
1000310228;19497
1000310230;4574
1000310231;10203
1000310232;5659
1000310233;11241
1000310234;4477
1000310235;25131
1000310236;23833
1000310237;67
1000310238;12326
1000310239;9687
1000310240;92798
1000310241;11260
1000310242;52410
1000310243;9597
1000310244;12238
1000310245;3799
1000310246;6760
1000310247;3727
1000310248;6493
1000310249;30
